Sr.No,Main Code,Sub Code,Name of Establishment,Address,City,Date of Applicability of Act,Beat
909,BOA02462, 000,ARM FABRICS,18 KM KWL ROAD NEAR MILL SADIQABAD,MULTAN,01-FEB-16,C
910,BOA03168, 000,AROMA FOODS (PVT) LIMITED,"CANAL BANK, 1-KM, G.T ROAD, QADIR PUR RAWAN",MULTAN,01-JAN-20,C
911,AAG01702,BO011,ASF SECURITY (PVT)LTD.,"MULTAN INTERNATIONAL AIRPORT ASF CAMP,",MULTAN,01-OCT-22,C
912,BOA03457, 000,ASGHAR BROTHERS CONTRACTORS (SNGPL),"267A-3, SULTAN AHMED KHAN STREET, CHAH BOHRWALA,",MULTAN,15-MAY-22,C
913,BOA03793, 000,ASHRAFIA GAS FITTING CO. (SNGPL),"STREET NO. 06, KHUSH HALL COLONY, KHANEWAL ROAD, RASHEEDABAD CHOWK,",MULTAN,01-JUN-24,C
914,BOA00602, 000,ASIATEX CORPoration,HANIF STREET OPP. NLC BY PAS RAJAPUR JAHANGIRABAD  KHANEWAL ROAD MULTAN,MULTAN,01-NOV-97,C
915,BOA03845, 000,ASKARI GUARDS (PVT) LTD ROSS MULTAN C/O MEPCO,"H.NO 160, JAMILABAD ROAD , NEAR CHUNGI NO.1",MULTAN,07-JUN-24,C
916,BOA00759,BO007,ASKARI GUARDS PVT LTD C/O ATTOCK PETROLIUM LTD,HOUSE #160 JAMILABAD AIRPORT NEAR CHUNGI NO.1 ,MULTAN,01-FEB-25,C
917,BOA00759,BO005,ASKARI GUARDS PVT LTD C/O FATIMA FERTILIZER LTD,CHUNGI NO 1 AIRPORT ROAD MULTAN,MULTAN,01-SEP-24,C
918,BOA00759,BO006,ASKARI GUARDS PVT LTD C/OMUKHTAR A SHEIKH HOSPITAL,HOUSE #160 JAMILABAD AIRPORT ROAD NEAR CHUNGI NO.1 ,MULTAN,01-NOV-24,C
919,BOA01604, 000,ATTA PETROLIUM,NEAR EID GAH KWL ROAD MULTAN,MULTAN,01-JUL-10,C
920,BOA01182, 000,ATTOCK PETROLIUM ( PETROL PUMP ),OPP 132 K V WAPDA GRID STATION ,MULTAN,01-JUL-09,C
921,BOA01968, 000,AZAZ JUNIOR SCHOOL,NSAQSHBAND COLONY HOUSE NO 984,MULTAN,01-DEC-12,C
922,BOA03665, 000,AZEEM ENGINEERING AND MAINTENANCE SERVICES,"HOUSE # 348, MOHALA NEW NAZIMABAD, NEAR NEW GHALLA MANDI, MULTAN.",MULTAN,01-SEP-23,C
923,BOA03776, 000,AZHAR ASSOCIATES (SNGPL),"OFFICE NO.2, MAZARI CENTRE PIRAN GHAIB, ROAD,",MULTAN,01-MAY-24,C
924,BOA01135, 000,B&S ENTERPRISES,near pak arab fertilizer gas factory area opp. pak gases khanewal road multan,MULTAN,01-JAN-09,C
925,BOA02896, 000,BAHAWAL PETROLEUM,"M A JINNAH ROAD, NEAR CHOWK KUMHARANWALA, MULTAN",MULTAN,01-OCT-17,C
926,BOA00746, 000,BAKELINE (EX R.M.FABRICS),18-KM KHANEWAL ROAD ,MULTAN,01-OCT-02,C
927,BOA03575, 000,BAMBOO HUTS RETAURANT AND BAR B Q,QADIRPUR RAWAN BYPASS ROAD,MULTAN,01-OCT-22,C
928,BIA03113,BO003,BARQAAB CONSULTING SERVICES (PVT) LTD.,"EID GAH CHOWK, NEAR ALNOOR HOMEOPATHEIC COLLEGE",MULTAN,01-JUL-06,C
929,BOA01183, 000,BEST WAY CNG STATION ,05 KM KWL ROAD ,MULTAN,01-JUL-09,C
930,BOA01221, 000,BHATTI CNG STATION ,03-KM KWL ROAD ,MULTAN,01-JUL-09,C
931,BOA01339, 000,BISMALLAH MARRIAGE HALL ,BISMALLAH CHOWK MASOOM SHAH ROAD ,MULTAN,01-JUL-09,C
932,BOA00889, 000,BLESSING FILLING STATION ( TOTAL PUMP) ,3-KM KHANEWAL ROAD NR EDHI WALFARE CENT ,MULTAN,01-JAN-04,C
933,BOA01564, 000,BLOOM FIELD PUBLIC SCHOOL,V-18 NEW MULTAN,MULTAN,01-JUL-10,C
934,BOA02713, 000,BRIGHT HALL SCHOOL,"HASSANABAD GATE NO.1 QAZAFI TOWN,MULTAN",MULTAN,01-JAN-16,C
935,BIA01747,BO004,BRIGHTO PAINTS (PVT) LTD,"SALES OFFICE,SUIT #04, 1ST FLOOR, CITY PLAZA, RASHEED ABAD, KHANEWAL ROAD",MULTAN,01-SEP-20,C
936,BOA02528, 000,BRIT INTERNATIONAL SCHOOL SYSTEM,MEHMOODABAD COLONY NEAR MCB BANK KHENAWAL ROAD,MULTAN,01-SEP-16,C
937,BOA02474, 000,BRITISH INTER NATIONAL SCHOOL SYSTEM PIRANGHAIB CA,PIRAN GHAIB CAMPUS PIRAN GHAIN ROAD ,MULTAN,01-JAN-15,C
938,BOA01449, 000,BRITISH INTERNATIONAL SCHOOL SYSTEM (Al-Raheem Ca,268-SHAMSABAD BEHIND SHELL PETROL STATION NEAR EID,MULTAN,01-JUL-10,C
939,BOA03200, 000,CALL A CAB,"Street#12, JUMMA HOUSE, SHALIMAR COLONY",MULTAN,06-OCT-20,C
940,BOA03089, 000,CARE HIGH SCHOOL #31 (FAZAL RAHMAN CAMPUS),"FAZAL RAHMAN CAMPUS, QADIR PUR RAWAN",MULTAN,01-DEC-19,C
941,BOA03511, 000,"CH. BRIKS CO, ","CHAH PEER WALA, KHANEWAL ROAD",MULTAN,05-JUL-21,C
942,BOA03191, 000,CHANGAN MULTAN MOTORS,"NEAR PAK ARAB FERTILIZERS, KHANEWAL ROAD",MULTAN,01-AUG-20,C
943,BOA03752, 000,CHASE UP,"NEAR RASHEEDABAD, KHANEWAL ROAD, MULTAM",MULTAN,01-APR-24,C
944,BOA01989, 000,CHAUDHRY MARBLE FACTORY,CHOWK RASHIDBAD KWL ROAD,MULTAN,01-OCT-12,C
945,BOA03455, 000,CHAWAN ASSOCIATES (SNGPL),"CHAH MURADWALA, PIRAN GHAIB STATION",MULTAN,15-MAY-22,C
946,BOA02055, 000,CITY COLLEGE OF SCIENCE & COMMERCE (GIRLS CAMPUS),khenawal road near dewoo bus stand,MULTAN,01-FEB-13,C
947,BOA02512, 000,CITY COLLEGE SCIENCE AND COMMERECE MULTAN,BLOCK S MASOOM SHAH ROAD NEAR GULISTAN CHOWK ,MULTAN,01-MAR-16,C
948,BOA01184, 000,CITY GAS HASCOL CNG STATION ,KWL ROAD MULTAN ,MULTAN,01-JUL-09,C
949,BOA03185, 000,COMFIT ENTERPRISES (PVT) LTD,"NEAR SASTA BAZAR SUPER MARKET, CHOWK QAZZAFI, KHANEWAL ROAD",MULTAN,01-JUL-20,C
950,BOA02897, 000,"CSP, NATIONAL SCHOOL SYSTEM","M A JINNAH ROAD, NEAR CHOWK KUMHARANWALA, MULTAN",MULTAN,01-JUL-17,C
951,BOA02540, 000,DAEHAN SOUTH PUNJAB MOTORS (POWER MULTAN MOTORS),KHENAWAL ROAD OPP MC BANK,MULTAN,01-SEP-16,C
952,BIA02557,BO004,DAEWOO PAKISTAN EXPRESS BUS SERVICES LTD,KHANEWAL ROAD ,MULTAN,08-SEP-00,C
953,BOA03652, 000,DAILY KARIGAR MULTAN,"1051 / D-2, AWAN STREET, KHANEWAL ROAD, MULTAN.",MULTAN,01-SEP-23,C
954,BOA02121, 000,DARBAR E SHARIAN SWEETS AND BAKERS,BAHAR CHOWK MASOOM SHAH ROAD ,MULTAN,01-APR-14,C
955,BOA02261,BO001,DARBAR E SHEREEN SWEETS & BAKERS,"AL MADIV CENTER, CHOWK KUMHARANWALA, MASOOM SHAH ROAD, MULTAN",MULTAN,01-JUN-17,C
956,POA00020, 000,DARVESH EXPORTERS,opp pak arab fertilizer kwl road ,MULTAN,14-NOV-02,C
957,BOA01178,BO001,DESCON ENG. PVT LTD (PAK ARAB FERT.),"C/O PAK ARAB FERTILIZER , KHANEWAL ROAD",MULTAN,01-AUG-19,C
958,BOA03061, 000,DIAMOND DAIRY,HUSSAN ABAD GATE # 2 KHANEWAL ROAD ,MULTAN,01-MAY-19,C
959,BOA03739, 000,DIP & BITE PIZZA WORLD-II,"MAIN KHANEWAL ROAD, MEHMOODABAD, MULTAN",MULTAN,01-JAN-24,C
960,BOA02901, 000,DOCTORS PHARMACY,"NEAR RASHEEDABAD PLOT, KHANEWAL ROAD MULTAN",MULTAN,01-JUL-16,C
961,BOA02496, 000,E F A SCHOOL SYSTEM MULTAN CAMPUS,HOUSE55 -57 BLOCK -V NEW MULTAN PIRANGHAIB ROAD ,MULTAN,01-JUL-15,C
962,BOA02475, 000,EDIFY HIGH SCHOOL (HAIDER CAMPUS ),EDIFY CHOWK MATITAL ROAD ,MULTAN,01-JUL-15,C
963,BOA03392, 000,EDUCATION SOCIETY OF THE EMPLOYEES OF PFL,"PAKARAB FERTILIZERS HOUSING COLONY, KHANEWAL ROAD,",MULTAN,01-JAN-22,C
964,BOA02592, 000,EDUCATION ZONE SCHOOL SYSTEM,NEAR TASTY PLUS KHANEWAL ROAD,MULTAN,01-JAN-17,C
965,BOA01185, 000,ELAHI CNG & HASCOL PETROLIUM ,MASOOM SHAH ROAD ,MULTAN,01-JUL-09,C
966,BOA03391, 000,ENVIRITE PRIVATE LIMITED,"C/O SNGPL DISTRIBUTION OFFICE, PIRAN GHAIB ROAD,",MULTAN,01-APR-22,C
967,BOA03721, 000,EPIC CRAFTINGS,"MOUNZA KARPALPUR, OPPOSITE HA FIBERS, SUJANPUR",MULTAN,01-JUL-22,C
968,BOA03417, 000,FAISAL ENGINEERS (SNGPL),"535/9, TB HOSPITAL ROAD, CHUNGI NO. 14, MULTAN.",MULTAN,01-APR-22,C
969,BOA00562, 000,FAISAL HOSPITAL,RASHIDABAD CHOWK KHANEWAL ROAD MULTAN ,MULTAN,01-JUL-52,C
970,BOA02898, 000,FAIZAN FILLING STATION,"M A JINNAH ROAD, BODLA TOWN, MULTAN",MULTAN,01-OCT-17,C
971,BOA00527, 000,FAMILY HOSPITAL,HUSSAIN BLOCK CHOWK KUMHARANWALA ,MULTAN,01-NOV-95,C
972,BOA03965, 000,FAREED ENTERPRISES C/O INSTITUTE OF OPHTHALMOLOGY,"R/O 309-J, MASOOM SHAH ROAD",MULTAN,01-SEP-25,C
973,BOA00610, 000,FAREED PACKAGES (EX- FINE PACKAGES),OPP. PAK ARAB FERT. NEAR NAWAB FLOUR MILLS MOUZA JEHANGIR ABAD ,MULTAN,01-MAR-98,C
974,BBA00175,BB028,FARM ADVISORY CENTER F F C LTD,NEAR IBN E SINA HOSPITAL SOUTRERN BY PASS ,MULTAN,01-SEP-14,C
975,BOA02544, 000,FATIMA DIAGNOSTIC CENTRE,CHOWK RASHEEDABAD NEAR QURESHI DENTAL CLINIC,MULTAN,02-SEP-16,C
976,BOA00010, 000,"FATIMA FERTILIZER COMPANY LIMITED (FFCL),[OLD PFL]","KHANEWAL ROAD, MULTAN.",MULTAN,01-JUL-76,C
977,BOA02594, 000,FATIMA JINNAH PUBLIC HIGH SCHOOL,P-O RIAZ ABAD NEAR HAFIZ JHAN SHAH WALI MASJID LOTHAR,MULTAN,01-JAN-17,C
978,BOA00352, 000,FATIMA MEDICAL CENTRE,CHOWK RASHIDABAD KHANEWAL ROAD MULTAN ,MULTAN,01-JUL-87,C
979,BOA02495, 000,FAW MULTAN MOTORS,OPP MULTAN CNG STATION KWL ROAD ,MULTAN,01-MAR-16,C
980,BOA00690,BO001,FAZAL CLOTH MILLS LTD UNIT NO 3 MILL,QADIR PUR RAWAN BY PASS 18 KM KHANEWAL ROAD ,MULTAN,01-MAY-01,C
981,BOA00512, 000,FAZAL WEAVING,500 KVA WAPDA GRID STATION KHANEWAL ROAD ,MULTAN,01-JAN-94,C
982,BOA02075,BO001,FAZAL WEAVING MILLS LIMITED,KHNEWALROAD NEAR FAZAL CLOTH MILL UNIT NO.3,MULTAN,01-JUL-13,C
983,FAA01147,BO008,"FEARLESS (SMC-PRIVATE) LTD, MULTAN","G-28 B, GROUND FLOOR, MULTAN TRADE CENTER, KHANEWAL ROAD",MULTAN,01-NOV-20,C
984,BIB01533,BO009,FLOWTRONIX PVT LTD,C/O PAK ARAB ,MULTAN,02-AUG-22,C
985,BOA00695, 000,FOOD FESTIVAL PLUS,KHANEWAL ROAD ,MULTAN,01-JUL-01,C
986,BOA03666, 000,FOUR SEASON GARDENING AND HORTICULTURE SERVICES,"HOUSE # 348, MOHALLA NEW NAZIMABAD, NEAR NEW GHALLA MANDI, MULTAN.",MULTAN,01-SEP-23,C
987,BOA00962, 000,FRIENDS ASSOCIATES (PVT) LTD,CONTRACTOR PFL KHANEWAL ROAD ,MULTAN,15-JUL-05,C
988,BOA00962,BO001,FRIENDS ASSOCIATES (PVT) LTD,"C/O PAKARAB FERTILIZERS,",MULTAN,06-FEB-23,C
989,BOA03183, 000,G.A. PHARMACY (FMC),"CHOWK RASHEED ABAD, KHANEWAL ROAD",MULTAN,01-SEP-20,C
990,BOA01223, 000,GASCON CNG STATION,HASSANABAD GATE#1 KHANEWAL ROAD,MULTAN,01-JUL-09,C
991,AAC00028,BO004,GHANDHARA TYRE AND RUBBER COMPANY LIMITED,"758 759/21 KHANEWAL ROAD, MULTAN.",MULTAN,01-SEP-05,C
992,BOA03892, 000,GHULAM ABBAS SARGANA,ST# 17 SARGANA STREET 2 Z-TOWN ,MULTAN,01-FEB-25,C
993,BOA01501, 000,GILLSON PUBLIC SCHOOL,5-V NEW MULTAN,MULTAN,01-JUL-10,C
994,BOA01803, 000,GLOBAL PHARMACEUTICAL PVT LTD,892 893 MEHMOODABAD COLONY ALLAMA IQBAL ST.,MULTAN,01-JUL-12,C
995,BOA01005, 000,GREENS MILLS,OPP. MEPCO REGIONAL TRAINNING CENTRE ABBAS PUR KHANEWAL ROAD,MULTAN,01-JAN-07,C
996,BOA01341, 000,GULISTAN MARRIAGE HALL ,MASOOM SHAH ROAD MULTAN ,MULTAN,01-JUL-08,C
997,BOA01718, 000,GULISTAN PROPERTY MARKETING,GULISTAN CHOWK MASOOM SHAH ROAD MULTAN,MULTAN,01-JUL-11,C
998,BOA00509, 000,H A FIBRES,SUJANPUR ROAD MOUZA KARPALPUR ,MULTAN,01-NOV-93,C
999,BID00485,BO005,HAIER PAKISTAN PVT LTD,"MAKDOM GILLANI HOUSE, X BLOCK SERVICE ROAD, NEAR MADNI CHOWK NEW MULTAN",MULTAN,01-OCT-09,C
1000,BOA02527, 000,HAMMAD ENGINEERING COMPNAY PVT LTD,BASTI WAISAN WALI SHUJANPUR ROAD OPPOSITE PSO PUMP MAIN KHANEWAL ROAD,MULTAN,01-JUL-16,C
1001,BOA01188, 000,HAMZA CNG STATION ,NEAR FOOD FESTIVAL PLUS KWL ROAD ,MULTAN,01-JUL-09,C
1002,BOA01986, 000,HAMZA MARBLES SHOWROOM & FACTORY,CHOWK RASHIDBAD KWL ROAD,MULTAN,01-OCT-12,C
1003,BOA01031, 000,HAMZAI FLOUR AND GENERAL MILLS,MAIN BY PASS ROAD QADIR PUR RAWAN ,MULTAN,01-OCT-07,C
1004,BOA03637, 000,HI TECH NETWORKS (PVT) LIMITED,"HOUSE # 1881 - C, SHAMASABAD COLONY, NEAR BILAL MOTORS, RASHEEDABAD, MULTAN. ",MULTAN,01-JAN-23,C
1005,BOA00852,BO001,HI-TECH POULTRY BREEDS PVT LTD,MOUZA ABBASPUR KHANEWAL ROAD ,MULTAN,01-OCT-01,C
1006,BOA00852, 000,HI-TECH POULTRY BREEDS PVT LTDmULTAN hATCHERY,1879/F KHANEWAL ROAD ,MULTAN,01-OCT-01,C
1007,BOA01914, 000,HILTON HOTEL,NEAR HAMZA CNG KWL ROAD,MULTAN,01-SEP-12,C
1008,BOA02784, 000,HN SCIENCE SCHOOL,"NEAR IMRAN RAZA COLONY, PIRAN GHAIB ROAD, MULTAN",MULTAN,01-JUL-17,C
1009,BOA02057, 000,HN SCIENCE SCHOOL,NEAR EID GAH KHANEWAL ROAD MULTAN,MULTAN,01-JUL-12,C
1010,BOA02568, 000,HORIZON MEDICAL LABORATORY,"PLOT#335/XXII, KHANEWAL ROAD",MULTAN,01-OCT-16,C
1011,BOA01912, 000,HOTEL CITY WAY,NEAR DAEWOO TERMINAL KWL ROAD ,MULTAN,01-SEP-12,C
1012,BOA02031, 000,HOTEL DOVTE INTERNAIONAL,KHANEWAL ROAD NEAR DAEWOO WORKSHOP,MULTAN,01-JAN-13,C
1013,BOA01518, 000,HOTEL LA- FLORA,1815- 1-a main khanewal road,MULTAN,01-JUL-10,C
1014,BOA03209, 000,HOTEL STAR INN,"MULTAN TRADE CENTRE, KHANEWAL ROAD",MULTAN,01-AUG-20,C
1015,BOA01913, 000,HOTEL WOOD INTERNATIONAL,NEAR DAEWOO TERMINAL KWL ROAD ,MULTAN,01-SEP-12,C
1016,BOA01160, 000,HUMERA FABRICS,7-JINNAH STREET JAVED NAGAR SAMEJABAD,MULTAN,01-JUL-09,C
1017,BOA01012, 000,HUSSAIN MILLS LIMITED (UNIT-4),QADIR PUR RAWAN BY PASS ,MULTAN,01-JAN-07,C
1018,AAE00130,BO001,IBL OPERATIONS PVT LTD,PLOT 590-591 OPP SUZUKI PIONEER MOTOR KHANEWAL ROAD JHANGIR ABAD MULTAN,MULTAN,01-MAR-91,C
1019,BOA01177, 000,IBN E SIENA HEALTH CARE & REACH INSTITUTE ,SOUTHERN BY PASS MOUZA JAHANGIR ABAD MULTAM ,MULTAN,01-JAN-09,C
1020,BOA02895, 000,IBRAHIM PETROLEUM SERVICES (PSO PUMP),"M A JINNAH ROAD BODHLA TOWN, NEAR CHPWK KUMHARANWALA, MULTAN",MULTAN,01-OCT-17,C
1021,BOA03177, 000,IHK TRADERS,"OPP. JAMIA ISLAMIA, NEAR RAJA PUR, KHANEWAL ROAD",MULTAN,01-JUL-20,C
1022,BOA03314, 000,IJAZ ASSOCIATES (PROJECT: H.A. FIBRES MILLS LTD),MULTAN,MULTAN,01-JAN-20,C
1023,BOA03240, 000,IJAZ CONSTRUCTION CO (PROJECT RELIANCE MILLS),"2ND FLOOR, SUGHRA CENTRE, O/S BOHAR GATE",MULTAN,01-JUN-20,C
1024,BOA03792, 000,ILYAS ENTERPRISES (SNGPL),"PIRAN GHAIB ROAD NEAR WAPDA COLONY,",MULTAN,21-NOV-23,C
1025,BOA03663, 000,INTELLIGENT WATCHMAN AND PATROLLIN SERVICES,"HOUSE # 348, MOHALLA NEW NAZIMABAD, NEAR NEW GHALLA MANDI, MULTAN.",MULTAN,01-SEP-23,C
1026,AAE00640,BO001,INTERNATIONAL FREIGHT AVIATION,"OFFICE NO G-41, MULTAN TRADE CENTRE, OPPOSITE MEPCO OFFICE KHANEWAL ROAD",MULTAN,01-JUL-15,C
1027,BOA01342, 000,IQRA SCHOOL SYSTEM ,GULISTAN CHOWK MASOOM SHSH ROAD MULTAN ,MULTAN,01-JUL-08,C
1028,BOA00611, 000,ISLAMABAD FARMS,KHANEWAL ROAD QADIRPUR RAWAN MULTAN PH: 578406,MULTAN,01-JAN-97,C
1029,BOA02929, 000,ISLAMIC IDEAL PUBLIC GIRLS HIGH SCHOOL,"MUSLIM TOWN, MASOOM SHAH ROAD",MULTAN,01-JUL-17,C
1030,BOA02929,BO002,ISLAMIC IDEAL SCHOOLS SYSTEM (FLOWER CAMPUS),"CHANNAN PEER CHOWK, WRITERS COLONY",MULTAN,01-JUL-17,C
1031,BOA02929,BO001,ISLAMIC IDEAL SCHOOLS SYSTEM (NEW CAMPUS),"MASOOM SHAH ROAD, NEAR JAME-UL-ULOOM",MULTAN,01-JUL-17,C
1032,BOA01234, 000,JALANDHAR FAST FOOD AND FAMILY RESTURANT ,CHOWK QAZAFI KWL ROAD MULTAN ,MULTAN,01-JUL-08,C
1033,BOA01343, 000,JALANDHAR HOTEL & PFC FAMILY RESTURANT ,NEAR GULISTAN CHOWK MASOOM SHAH ROAD ,MULTAN,01-JUL-09,C
1034,BSA00457,BO001,JAMISTO ENERGY PVT LTD,JAMISTO OFFICE NEAR NEWTIME OFFICE PAKARAB KHANEWAL ROAD ,MULTAN,01-NOV-24,C
1035,BOA03436, 000,JAMSHAID WAQAS CONTRACTORS (SNGPL) ,"H. NO. 227, C - BLOCK, MUMTAZABAD",MULTAN,15-JUN-22,C
1036,BOA00981, 000,JINNAH PHARMACEUTICALS,15 K.M LAHORE ROAD ,MULTAN,01-MAY-06,C
1037,BSD00457,BS001,Jamisto Energy Pvt Ltd.,C/O PLF KWL ROAD MULTAN,MULTAN,01-OCT-14,C
1038,BOA01990, 000,KARACHI MARBLE SHOWROOM,CHOWK RASHIDBAD KWL ROAD,MULTAN,01-OCT-12,C
1039,BOA01229, 000,KASHIF PETROLIUM SERVICS (PSO) EX JOYIA P/S ,OPP WAPDA COLONY KWL ROAD ,MULTAN,01-JUL-08,C
1040,BOA03680, 000,KHALIQ SONS,"20 A, ST. # 15, CALVERY GROUND EXTENSION, LAHORE CANTT. C/O SNGPL DISTRIBUTION.",MULTAN,01-NOV-23,C
1041,BOA03097, 000,KHAN ENTERPRISES,"959-NAQSHBAND COLONY, NEAR RASHEEDABAD",MULTAN,01-JAN-20,C
1042,BOA01235, 000,KHAN JEE HOTEL ,CHOWK QAZAFI KWL ROAD ,MULTAN,01-JUL-08,C
1043,BOA01996, 000,KHAN MARBLES,CHOWK RASHIDBAD KWL ROAD,MULTAN,01-OCT-12,C
1044,BOA00900, 000,KHAN PETROLEUM SERVICES,HASSANABAD GATE NO 2 ,MULTAN,08-JUL-03,C
1045,BOA00233, 000,KHAWAJA MUZAFFAR MAHMOOD MOHAMMAD MASOOD,TATI PUR TEHSIL DISTRICT MULTAN ,MULTAN,01-MAR-83,C
1046,BOA01236, 000,KHURSHID RAFIQ HOSPITAL ,OPP WAPDA COLONY KWL ROAD ,MULTAN,01-JUL-08,C
1047,BOA01029, 000,KIA MOTORS (EX-SUZUKI MULTAN MOTORS),348-KHANEWAL ROAD ,MULTAN,01-JAN-07,C
1048,BOA02900, 000,LAL HAVELI RESTAURENT,"OPPOSIT MAMAY DA HOTEL, NEAR PUL RANGO, KHANEWAL ROAD MULTAN",MULTAN,01-JUL-17,C
1049,BOA00905,BO001,LAL INDUSTRIES (UNIT 2),15 KM KHANEWAL ROAD,MULTAN,01-JAN-12,C
1050,BOA01606, 000,LAL KHATAK PETROLIUM SERVICE,NEAR 500 KV WAPDA GRID STATION KHANEWAL ROAD MULTAN,MULTAN,01-JUL-10,C
1051,BOA03150, 000,LAND ART (PAK ARAB),C/O PAK ARAB,MULTAN,01-MAY-20,C
1052,BOA00723, 000,LASANI CHIKEN BROAST,GULISTAN CHOWK MASOOM SHAH ROAD ,MULTAN,01-JAN-02,C
1053,BOA02151, 000,LAUREAT GROUP OF SCHOOL UJALA CAMPUS,17-FAISAL COLONY PIRANGHAIB ROAD ,MULTAN,01-MAR-14,C
1054,BOA03856, 000,LAUREATE HIGH SCHOOL ABU BAKAR CAMPUS,CHAH DALAIL WALA JAHANGIR ROAD NLC BYPASS,MULTAN,01-SEP-24,C
1055,BOA03857, 000,LAUREATE HIGH SCHOOL USMAN CAMPUS ,HOUSE #489 NAQSHBANK COLONY ,MULTAN,01-SEP-24,C
1056,BOA02621, 000,LAUREATES SCHOOL (LATIF COMPUS),"H.NO.22 BLICK -U BAQARABAD PULLI, NEW MULTAN",MULTAN,01-JAN-16,C
1057,BOA02103, 000,M HASSAN DIN SONS,0.5KM SUJAN PUR ROAD OFF KWL ROAD ,MULTAN,01-JAN-14,C
1058,AAB01890,BO004,M&P Courier & Logistics,"Bs TOWER, M.A. NEAR MDA HOUSING SOCIETY, M.A. JINNAH ROAD, MULTAN",MULTAN,01-SEP-86,C
1059,BOA03795, 000,M. S ZUBAIR AND BILAL CONSTRUCTION(SNGPL),"BLOCK X HOUSE # 50, HOUSING COLONY # 1 LAYYAH",MULTAN,01-JUN-24,C
1060,BOA03906, 000,M.N BAIG (PVT) LIMITED,NEAR ZAID TOWN PIRAN GHAIB ROAD MULTAN,MULTAN,01-MAR-25,C
1061,BOA03492, 000,M/S ABDULLAH MOAWAZ (PVT) LTD (SNGPL),"318 STREET NO. 2, ZAID TOWN, PIRAN GHAIB ROAD,",MULTAN,01-AUG-22,C
1062,BOA03639, 000,M/S AL-MATEEN CONSTRUCTION COMPANY (MEPCO),"STREET NO.05, PIRAN GHAIB ROAD, MOHALLA CHAH PEERWALA, MULTAN.",MULTAN,01-APR-23,C
1063,BOA03415, 000,M/S AMJAD ALI (SNGPL),"HOUSE NO. 327, EMPLOYEES COLONY, LAYYAH",LAYYAH,01-APR-22,C
1064,BOA03424, 000,M/S CORPORATIONS (SNGPL),"385-D, WAPDA TOWN PHASE # 1,",MULTAN,15-MAY-22,C
1065,BOA03791, 000,M/S EJAZ DHUKKAR AND BROTHER (SNGPL),"ALFLAH COLONY NEAR KARLOO COLONY MDA ROAD,",MULTAN,01-JUN-24,C
1066,BOA03679, 000,"M/S ENVIRITE (PVT) LTD,LAHORE (JANITORIAL SNGPL T)","C/O SNGPL TRANSMISSION, PIRAN GHAIB ROAD, MULTAN.",MULTAN,01-AUG-23,C
1067,BOA03425, 000,M/S OWAISIA ASSOCIATES (SNGPL),"85 B, BLOCK (J), SHAH RUKN-E-ALAM COLONY,",MULTAN,15-MAY-22,C
1068,BOA03491, 000,M/S PAKISTAN INTERNATIONAL CONTRACTORS (SNGPL),"395 - D, SHAH SHER SHAH ROAD,",MULTAN,01-AUG-22,C
1069,BOA03414, 000,M/S RIAZ & COMPANY (SNGPL),"ALFLAH BLOCK, STREET NO.03, KARLO COLONY, MDA CHOWK, MULTAN.",MULTAN,01-MAY-22,C
1070,BOA03427, 000,M/S. ANWAR NADEEM & CO. (SNGPL),"AL MUSTAFA COLONY, CH. ALYAS PATHAN MARKET, OPP: BILAL MOTORS KHANEWAL ROAD,",MULTAN,15-JUN-22,C
1071,BOA03428, 000,M/S. MUHAMMAD IDREES & CO. (SNGPL),"WARD # H/8, H.NO. 617, GALI SABUN WALI, HARAM GATE,",MULTAN,15-JUN-22,C
1072,BOA00742, 000,MAIRAJ FILLING STATION,KHANEWAL ROAD ,MULTAN,18-JAN-03,C
1073,BOA03767, 000,MAKKA ENTERPRSIES (SNGPL),14 OFFICERS TOWN MULTAN,MULTAN,01-MAY-24,C
1074,BOA03563, 000,MAKKA FILLING STATION (GO PETROLIUM),"NEAR PIET, SOUTHER BYPASS ROAD",MULTAN,01-JAN-22,C
1075,BOA01992, 000,MAKKA MARBLES,CHOWK RASHIDBAD KWL ROAD,MULTAN,01-OCT-12,C
1076,BOA03509, 000,"MALIK BROTHERS BRICKS CO, ","NEAR PAK ARAB, KHANEWAL ROAD",MULTAN,03-JUL-21,C
1077,BOA01476, 000,MALIK RABNAWAZ RAO MEMORIAL SADAT PUBLIC SCHOOL,RIAZ ABAD QADIRPUR RAN,MULTAN,01-JUL-10,C
1078,BOA03138, 000,MALIK TEXTILES,"OPP. IBN E SIENA HOSPITAL, NLC BY PASS, JAHANGIR ABAD",MULTAN,01-JAN-20,C
1079,BOA01691, 000,MALLARD PHARMACEUTICALS (PVT) LTD,23 KM KHANEWAL ROAD QADIRPUR RANWAN,MULTAN,01-JUL-10,C
1080,BOA01721, 000,MAMEY DA HOTEL,QADIR POR RAWAN BY PAAS CHOWK MULTAN,MULTAN,01-JUL-11,C
1081,BOA01921, 000,MARIA CITY GRAMMER SCHOOL & HOSTEL,MASOOM SHAH ROAD ,MULTAN,01-NOV-12,C
1082,BOA01652,BO001,MASHAALLAH ELECTRONICS,"OPPOSITE MEEZAN BANK, NEAR RASHEEDABAD PLOTE, KHANEWAL ROAD MULTAN",MULTAN,01-JUL-16,C
